,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2023-12-02_6,6,Cher,DJ Play A Christmas Song,15,6,3,2023-12-02
2023-12-02_7,7,Dua Lipa,Dance The Night,6,6,24,2023-12-02
2023-12-02_8,8,Ed Sheeran,Eyes Closed,7,5,35,2023-12-02
2023-12-02_9,9,Miley Cyrus,Used To Be Young,9,9,13,2023-12-02
2023-12-02_10,10,David Guetta & Bebe Rexha,I'm Good (Blue),8,6,56,2023-12-02
2023-12-02_11,11,*NSYNC,Better Place,10,10,8,2023-12-02
2023-12-02_12,12,Rema & Selena Gomez,Calm Down,11,11,24,2023-12-02
2023-12-02_13,13,David Foster & Katharine McPhee,Carol Of The Bells,14,13,3,2023-12-02
2023-12-02_14,14,Pentatonix,Please Santa Please,30,14,3,2023-12-02
2023-12-02_15,15,Taylor Swift,Karma,12,9,25,2023-12-02
2023-12-02_16,16,Fall Out Boy,We Didn't Start The Fire,18,16,17,2023-12-02
2023-12-02_17,17,Jelly Roll,Need A Favor,17,16,11,2023-12-02
2023-12-02_18,18,Lindsey Stirling,Sleigh Ride,0,18,1,2023-12-02
2023-12-02_19,19,for KING + COUNTRY Featuring Gabby Barrett,Go Tell It On The Mountain,25,19,2,2023-12-02
2023-12-02_20,20,Lewis Capaldi,Wish You The Best,16,15,17,2023-12-02
2023-12-02_21,21,Barry Manilow,All I Want For Christmas Is You,0,21,1,2023-12-02
2023-12-02_22,22,Natalie Grant & Cory Asbury,You Will Be Found,13,13,14,2023-12-02
2023-12-02_23,23,Noah Kahan With Post Malone,Dial Drunk,21,21,5,2023-12-02
2023-12-02_24,24,Olivia Rodrigo,Vampire,19,14,18,2023-12-02
2023-12-02_25,25,Melinda Lindner,White Christmas,0,25,1,2023-12-02
2023-12-02_26,26,Jimmy Fallon + Meghan Trainor,Wrap Me Up,0,26,1,2023-12-02
2023-12-02_27,27,Peter Cincotti,Because It's Christmas,0,27,1,2023-12-02
2023-12-02_28,28,Laura Bryna,Wishlist,29,28,2,2023-12-02
2023-12-02_29,29,Selena Gomez,Single Soon,20,16,11,2023-12-02
2023-12-02_30,30,Olivia Rodrigo,Bad Idea Right?,28,26,5,2023-12-02
2023-12-09_1,1,Cher,DJ Play A Christmas Song,6,1,4,2023-12-09
2023-12-09_2,2,Taylor Swift,Cruel Summer,2,2,20,2023-12-09
2023-12-09_3,3,Miley Cyrus,Flowers,1,1,46,2023-12-09
2023-12-09_4,4,Luke Combs,Fast Car,3,3,31,2023-12-09
2023-12-09_5,5,Sia,Unstoppable,4,1,78,2023-12-09
2023-12-09_6,6,Taylor Swift,Anti-Hero,5,1,59,2023-12-09
2023-12-09_7,7,Dua Lipa,Dance The Night,7,6,25,2023-12-09
2023-12-09_8,8,Miley Cyrus,Used To Be Young,9,8,14,2023-12-09
2023-12-09_9,9,Ed Sheeran,Eyes Closed,8,5,36,2023-12-09
2023-12-09_10,10,Pentatonix,Please Santa Please,14,10,4,2023-12-09
2023-12-09_11,11,David Foster & Katharine McPhee,Carol Of The Bells,13,11,4,2023-12-09
2023-12-09_12,12,Jimmy Fallon + Meghan Trainor,Wrap Me Up,26,12,2,2023-12-09
2023-12-09_13,13,*NSYNC,Better Place,11,10,9,2023-12-09
2023-12-09_14,14,Rema & Selena Gomez,Calm Down,12,11,25,2023-12-09
2023-12-09_15,15,Taylor Swift,Karma,15,9,26,2023-12-09
2023-12-09_16,16,Jelly Roll,Need A Favor,17,16,12,2023-12-09
2023-12-09_17,17,Fall Out Boy,We Didn't Start The Fire,16,16,18,2023-12-09
2023-12-09_18,18,Barry Manilow,All I Want For Christmas Is You,21,18,2,2023-12-09
2023-12-09_19,19,Lindsey Stirling,Sleigh Ride,18,18,2,2023-12-09
2023-12-09_20,20,for KING + COUNTRY Featuring Gabby Barrett,Go Tell It On The Mountain,19,19,3,2023-12-09
2023-12-09_21,21,Lewis Capaldi,Wish You The Best,20,15,18,2023-12-09
2023-12-09_22,22,Taylor Swift,Is It Over Now? (Taylor's Version) [From The Vault],0,22,2,2023-12-09
2023-12-09_23,23,Peter Cincotti,Because It's Christmas,27,23,2,2023-12-09
2023-12-09_24,24,Noah Kahan With Post Malone,Dial Drunk,23,21,6,2023-12-09
2023-12-09_25,25,Paul Russell,Lil Boo Thang,0,25,2,2023-12-09
2023-12-09_26,26,Sarah Reeves,Christmas Feels Different This Year,0,26,1,2023-12-09
2023-12-09_27,27,Laura Bryna,Wishlist,28,27,3,2023-12-09
2023-12-09_28,28,Melinda Lindner,White Christmas,25,25,2,2023-12-09
2023-12-09_29,29,Dua Lipa,Houdini,0,29,1,2023-12-09
2023-12-09_30,30,Olivia Rodrigo,Vampire,24,14,19,2023-12-09
2023-12-16_1,1,Cher,DJ Play A Christmas Song,1,1,5,2023-12-16
2023-12-16_2,2,Taylor Swift,Cruel Summer,2,2,21,2023-12-16
2023-12-16_3,3,Miley Cyrus,Flowers,3,1,47,2023-12-16
2023-12-16_4,4,Dua Lipa,Dance The Night,7,4,26,2023-12-16
2023-12-16_5,5,Sia,Unstoppable,5,1,79,2023-12-16
2023-12-16_6,6,Luke Combs,Fast Car,4,3,32,2023-12-16
2023-12-16_7,7,Taylor Swift,Anti-Hero,6,1,60,2023-12-16
2023-12-16_8,8,Miley Cyrus,Used To Be Young,8,8,15,2023-12-16
2023-12-16_9,9,Ed Sheeran,Eyes Closed,9,5,37,2023-12-16
2023-12-16_10,10,Jimmy Fallon + Meghan Trainor,Wrap Me Up,12,10,3,2023-12-16
2023-12-16_11,11,David Foster & Katharine McPhee,Carol Of The Bells,11,11,5,2023-12-16
2023-12-16_12,12,Pentatonix,Please Santa Please,10,10,5,2023-12-16
2023-12-16_13,13,*NSYNC,Better Place,13,10,10,2023-12-16
2023-12-16_14,14,for KING + COUNTRY Featuring Gabby Barrett,Go Tell It On The Mountain,20,14,4,2023-12-16
2023-12-16_15,15,Rema & Selena Gomez,Calm Down,14,11,26,2023-12-16
2023-12-16_16,16,Jelly Roll,Need A Favor,16,16,13,2023-12-16
2023-12-16_17,17,Barry Manilow,All I Want For Christmas Is You,18,17,3,2023-12-16
2023-12-16_18,18,Lewis Capaldi,Wish You The Best,21,15,19,2023-12-16
2023-12-16_19,19,Lindsey Stirling,Sleigh Ride,19,18,3,2023-12-16
2023-12-16_20,20,Laura Bryna,Wishlist,27,20,4,2023-12-16
2023-12-16_21,21,Dua Lipa,Houdini,29,21,2,2023-12-16
2023-12-16_22,22,Sarah Reeves,Christmas Feels Different This Year,26,22,2,2023-12-16
2023-12-16_23,23,Paul Russell,Lil Boo Thang,25,23,3,2023-12-16
2023-12-16_24,24,Taylor Swift,Is It Over Now? (Taylor's Version) [From The Vault],22,22,3,2023-12-16
2023-12-16_25,25,Melinda Lindner,White Christmas,28,25,3,2023-12-16
2023-12-16_26,26,Fall Out Boy,We Didn't Start The Fire,17,16,19,2023-12-16
2023-12-16_27,27,Noah Kahan With Post Malone,Dial Drunk,24,21,7,2023-12-16
2023-12-16_28,28,Peter Cincotti,Because It's Christmas,23,23,3,2023-12-16
2023-12-16_29,29,Olivia Rodrigo,Vampire,30,14,20,2023-12-16
2023-12-16_30,30,"Marshmello, P!nk & Sting",Dreaming,0,24,3,2023-12-16
2023-12-23_1,1,Cher,DJ Play A Christmas Song,1,1,6,2023-12-23
2023-12-23_2,2,Taylor Swift,Cruel Summer,2,2,22,2023-12-23
2023-12-23_3,3,Miley Cyrus,Flowers,3,1,48,2023-12-23
2023-12-23_4,4,Jimmy Fallon + Meghan Trainor,Wrap Me Up,10,4,4,2023-12-23
2023-12-23_5,5,Sia,Unstoppable,5,1,80,2023-12-23
2023-12-23_6,6,Taylor Swift,Anti-Hero,7,1,61,2023-12-23
2023-12-23_7,7,Miley Cyrus,Used To Be Young,8,7,16,2023-12-23
2023-12-23_8,8,Dua Lipa,Dance The Night,4,4,27,2023-12-23
2023-12-23_9,9,Luke Combs,Fast Car,6,3,33,2023-12-23
2023-12-23_10,10,Ed Sheeran,Eyes Closed,9,5,38,2023-12-23
2023-12-23_11,11,David Foster & Katharine McPhee,Carol Of The Bells,11,11,6,2023-12-23
2023-12-23_12,12,Pentatonix,Please Santa Please,12,10,6,2023-12-23
2023-12-23_13,13,for KING + COUNTRY Featuring Gabby Barrett,Go Tell It On The Mountain,14,13,5,2023-12-23
2023-12-23_14,14,Lindsey Stirling,Sleigh Ride,19,14,4,2023-12-23
2023-12-23_15,15,Barry Manilow,All I Want For Christmas Is You,17,15,4,2023-12-23
2023-12-23_16,16,Jelly Roll,Need A Favor,16,16,14,2023-12-23
2023-12-23_17,17,*NSYNC,Better Place,13,10,11,2023-12-23
2023-12-23_18,18,Dua Lipa,Houdini,21,18,3,2023-12-23
2023-12-23_19,19,98 Degrees,The First Noel 2023,0,19,1,2023-12-23
2023-12-23_20,20,Lewis Capaldi,Wish You The Best,18,15,20,2023-12-23
2023-12-23_21,21,Paul Russell,Lil Boo Thang,23,21,4,2023-12-23
2023-12-23_22,22,Laura Bryna,Wishlist,20,20,5,2023-12-23
2023-12-23_23,23,Taylor Swift,Is It Over Now? (Taylor's Version) [From The Vault],24,22,4,2023-12-23
2023-12-23_24,24,Sarah Reeves,Christmas Feels Different This Year,22,22,3,2023-12-23
2023-12-23_25,25,"Marshmello, P!nk & Sting",Dreaming,30,24,4,2023-12-23
2023-12-23_26,26,Peter Cincotti,Because It's Christmas,28,23,4,2023-12-23
2023-12-23_27,27,Olivia Rodrigo,Vampire,29,14,21,2023-12-23
2023-12-23_28,28,Teddy Swims,Lose Control,0,28,1,2023-12-23
2023-12-23_29,29,Olivia Rodrigo,Bad Idea Right?,0,26,6,2023-12-23
2023-12-23_30,30,Billie Eilish,What Was I Made For?,0,30,2,2023-12-23
2023-12-30_1,1,Cher,DJ Play A Christmas Song,1,1,7,2023-12-30
2023-12-30_2,2,Jimmy Fallon + Meghan Trainor,Wrap Me Up,4,2,5,2023-12-30
2023-12-30_3,3,Taylor Swift,Cruel Summer,2,2,23,2023-12-30
2023-12-30_4,4,Miley Cyrus,Flowers,3,1,49,2023-12-30
2023-12-30_5,5,Sia,Unstoppable,5,1,81,2023-12-30
2023-12-30_6,6,Taylor Swift,Anti-Hero,6,1,62,2023-12-30
2023-12-30_7,7,Miley Cyrus,Used To Be Young,7,7,17,2023-12-30
2023-12-30_8,8,Luke Combs,Fast Car,9,3,34,2023-12-30
2023-12-30_9,9,Dua Lipa,Dance The Night,8,4,28,2023-12-30
2023-12-30_10,10,David Foster & Katharine McPhee,Carol Of The Bells,11,10,7,2023-12-30
2023-12-30_11,11,Ed Sheeran,Eyes Closed,10,5,39,2023-12-30
2023-12-30_12,12,for KING + COUNTRY Featuring Gabby Barrett,Go Tell It On The Mountain,13,12,6,2023-12-30
2023-12-30_13,13,Pentatonix,Please Santa Please,12,10,7,2023-12-30
2023-12-30_14,14,Barry Manilow,All I Want For Christmas Is You,15,14,5,2023-12-30
2023-12-30_15,15,Jelly Roll,Need A Favor,16,15,15,2023-12-30
2023-12-30_16,16,Lindsey Stirling,Sleigh Ride,14,14,5,2023-12-30
2023-12-30_17,17,*NSYNC,Better Place,17,10,12,2023-12-30
2023-12-30_18,18,Dua Lipa,Houdini,18,18,4,2023-12-30
2023-12-30_19,19,Paul Russell,Lil Boo Thang,21,19,5,2023-12-30
2023-12-30_20,20,Lewis Capaldi,Wish You The Best,20,15,21,2023-12-30
2023-12-30_21,21,Laura Bryna,Wishlist,22,20,6,2023-12-30
2023-12-30_22,22,98 Degrees,The First Noel 2023,19,19,2,2023-12-30
2023-12-30_23,23,Sarah Reeves,Christmas Feels Different This Year,24,22,4,2023-12-30
2023-12-30_24,24,Peter Cincotti,Because It's Christmas,26,23,5,2023-12-30
2023-12-30_25,25,Taylor Swift,Is It Over Now? (Taylor's Version) [From The Vault],23,22,5,2023-12-30
2023-12-30_26,26,"Marshmello, P!nk & Sting",Dreaming,25,24,5,2023-12-30
2023-12-30_27,27,Michael Damian Featuring Sharon Hendrix,Bring Back The Christmas Card,0,27,1,2023-12-30
2023-12-30_28,28,Tate McRae,Greedy,0,28,1,2023-12-30
2023-12-30_29,29,Teddy Swims,Lose Control,28,28,2,2023-12-30
2023-12-30_30,30,Olivia Rodrigo,Vampire,27,14,22,2023-12-30
2024-01-06_1,1,Miley Cyrus,Flowers,4,1,50,2024-01-06
2024-01-06_2,2,Taylor Swift,Cruel Summer,3,2,24,2024-01-06
2024-01-06_3,3,Luke Combs,Fast Car,8,3,35,2024-01-06
2024-01-06_4,4,Taylor Swift,Anti-Hero,6,1,63,2024-01-06
2024-01-06_5,5,Sia,Unstoppable,5,1,82,2024-01-06
2024-01-06_6,6,Dua Lipa,Dance The Night,9,4,29,2024-01-06
2024-01-06_7,7,Ed Sheeran,Eyes Closed,11,5,40,2024-01-06
2024-01-06_8,8,Cher,DJ Play A Christmas Song,1,1,8,2024-01-06
2024-01-06_9,9,David Guetta & Bebe Rexha,I'm Good (Blue),0,6,57,2024-01-06
2024-01-06_10,10,Miley Cyrus,Used To Be Young,7,7,18,2024-01-06
2024-01-06_11,11,Jimmy Fallon + Meghan Trainor,Wrap Me Up,2,2,6,2024-01-06
2024-01-06_12,12,Rema & Selena Gomez,Calm Down,0,11,27,2024-01-06
2024-01-06_13,13,David Foster & Katharine McPhee,Carol Of The Bells,10,10,8,2024-01-06
2024-01-06_14,14,Pentatonix,Please Santa Please,13,10,8,2024-01-06
2024-01-06_15,15,Taylor Swift,Karma,0,9,27,2024-01-06
2024-01-06_16,16,for KING + COUNTRY Featuring Gabby Barrett,Go Tell It On The Mountain,12,12,7,2024-01-06
2024-01-06_17,17,Jelly Roll,Need A Favor,15,15,16,2024-01-06
2024-01-06_18,18,*NSYNC,Better Place,17,10,13,2024-01-06
2024-01-06_19,19,Dua Lipa,Houdini,18,18,5,2024-01-06
2024-01-06_20,20,Paul Russell,Lil Boo Thang,19,19,6,2024-01-06
2024-01-06_21,21,Taylor Swift,Is It Over Now? (Taylor's Version) [From The Vault],25,21,6,2024-01-06
2024-01-06_22,22,Natalie Grant & Cory Asbury,You Will Be Found,0,13,15,2024-01-06
2024-01-06_23,23,Lewis Capaldi,Wish You The Best,20,15,22,2024-01-06
2024-01-06_24,24,Billie Eilish,What Was I Made For?,0,24,3,2024-01-06
2024-01-06_25,25,Lindsey Stirling,Sleigh Ride,16,14,6,2024-01-06
2024-01-06_26,26,"Marshmello, P!nk & Sting",Dreaming,26,24,6,2024-01-06
2024-01-06_27,27,Barry Manilow,All I Want For Christmas Is You,14,14,6,2024-01-06
2024-01-06_28,28,Teddy Swims,Lose Control,29,28,3,2024-01-06
2024-01-06_29,29,Tate McRae,Greedy,28,28,2,2024-01-06
2024-01-06_30,30,Olivia Rodrigo,Vampire,30,14,23,2024-01-06
2024-01-13_1,1,Miley Cyrus,Flowers,1,1,51,2024-01-13
2024-01-13_2,2,Taylor Swift,Cruel Summer,2,2,25,2024-01-13
2024-01-13_3,3,Luke Combs,Fast Car,3,3,36,2024-01-13
2024-01-13_4,4,Taylor Swift,Anti-Hero,4,1,64,2024-01-13
2024-01-13_5,5,Sia,Unstoppable,5,1,83,2024-01-13
2024-01-13_6,6,Dua Lipa,Dance The Night,6,4,30,2024-01-13
2024-01-13_7,7,Ed Sheeran,Eyes Closed,7,5,41,2024-01-13
2024-01-13_8,8,David Guetta & Bebe Rexha,I'm Good (Blue),9,6,58,2024-01-13
2024-01-13_9,9,Miley Cyrus,Used To Be Young,10,7,19,2024-01-13
2024-01-13_10,10,Rema & Selena Gomez,Calm Down,12,10,28,2024-01-13
2024-01-13_11,11,Taylor Swift,Karma,15,9,28,2024-01-13
2024-01-13_12,12,*NSYNC,Better Place,18,10,14,2024-01-13
2024-01-13_13,13,Natalie Grant & Cory Asbury,You Will Be Found,22,13,16,2024-01-13
2024-01-13_14,14,Jelly Roll,Need A Favor,17,14,17,2024-01-13
2024-01-13_15,15,Lewis Capaldi,Wish You The Best,23,15,23,2024-01-13
2024-01-13_16,16,Dua Lipa,Houdini,19,16,6,2024-01-13
2024-01-13_17,17,"Marshmello, P!nk & Sting",Dreaming,26,17,7,2024-01-13
2024-01-13_18,18,Taylor Swift,Is It Over Now? (Taylor's Version) [From The Vault],21,18,7,2024-01-13
2024-01-13_19,19,Teddy Swims,Lose Control,28,19,4,2024-01-13
2024-01-13_20,20,Billie Eilish,What Was I Made For?,24,20,4,2024-01-13
2024-01-13_21,21,Paul Russell,Lil Boo Thang,20,19,7,2024-01-13
2024-01-13_22,22,Olivia Rodrigo,Vampire,30,14,24,2024-01-13
2024-01-13_23,23,Nathan Morris,Yet,0,16,8,2024-01-13
2024-01-13_24,24,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,0,15,23,2024-01-13
2024-01-13_25,25,Tate McRae,Greedy,29,25,3,2024-01-13
2024-01-13_26,26,Fall Out Boy,We Didn't Start The Fire,0,16,20,2024-01-13
2024-01-13_27,27,Sia,Gimme Love,0,27,1,2024-01-13
2024-01-13_28,28,Firerose & Billy Ray Cyrus,Plans,0,16,13,2024-01-13
2024-01-13_29,29,Jimmy Buffett,Bubbles Up,0,17,8,2024-01-13
2024-01-13_30,30,Noah Kahan With Post Malone,Dial Drunk,0,21,8,2024-01-13
2024-01-20_1,1,Miley Cyrus,Flowers,1,1,52,2024-01-20
2024-01-20_2,2,Taylor Swift,Cruel Summer,2,2,26,2024-01-20
2024-01-20_3,3,Luke Combs,Fast Car,3,3,37,2024-01-20
2024-01-20_4,4,Sia,Unstoppable,5,1,84,2024-01-20
2024-01-20_5,5,Taylor Swift,Anti-Hero,4,1,65,2024-01-20
2024-01-20_6,6,Dua Lipa,Dance The Night,6,4,31,2024-01-20
2024-01-20_7,7,Ed Sheeran,Eyes Closed,7,5,42,2024-01-20
2024-01-20_8,8,David Guetta & Bebe Rexha,I'm Good (Blue),8,6,59,2024-01-20
2024-01-20_9,9,Miley Cyrus,Used To Be Young,9,7,20,2024-01-20
2024-01-20_10,10,Rema & Selena Gomez,Calm Down,10,10,29,2024-01-20
2024-01-20_11,11,Taylor Swift,Karma,11,9,29,2024-01-20
2024-01-20_12,12,*NSYNC,Better Place,12,10,15,2024-01-20
2024-01-20_13,13,Natalie Grant & Cory Asbury,You Will Be Found,13,13,17,2024-01-20
2024-01-20_14,14,Lewis Capaldi,Wish You The Best,15,14,24,2024-01-20
2024-01-20_15,15,Dua Lipa,Houdini,16,15,7,2024-01-20
2024-01-20_16,16,Jelly Roll,Need A Favor,14,14,18,2024-01-20
2024-01-20_17,17,Teddy Swims,Lose Control,19,17,5,2024-01-20
2024-01-20_18,18,Taylor Swift,Is It Over Now? (Taylor's Version) [From The Vault],18,18,8,2024-01-20
2024-01-20_19,19,"Marshmello, P!nk & Sting",Dreaming,17,17,8,2024-01-20
2024-01-20_20,20,Billie Eilish,What Was I Made For?,20,20,5,2024-01-20
2024-01-20_21,21,Paul Russell,Lil Boo Thang,21,19,8,2024-01-20
2024-01-20_22,22,Olivia Rodrigo,Vampire,22,14,25,2024-01-20
2024-01-20_23,23,Nathan Morris,Yet,23,16,9,2024-01-20
2024-01-20_24,24,Tate McRae,Greedy,25,24,4,2024-01-20
2024-01-20_25,25,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,24,15,24,2024-01-20
2024-01-20_26,26,Luke Harrison,Make Me Better,0,25,3,2024-01-20
2024-01-20_27,27,Sia,Gimme Love,27,27,2,2024-01-20
2024-01-20_28,28,Noah Kahan With Post Malone,Dial Drunk,30,21,9,2024-01-20
2024-01-20_29,29,Fall Out Boy,We Didn't Start The Fire,26,16,21,2024-01-20
2024-01-20_30,30,Firerose & Billy Ray Cyrus,Plans,28,16,14,2024-01-20
2024-01-27_1,1,Taylor Swift,Cruel Summer,2,1,27,2024-01-27
2024-01-27_2,2,Miley Cyrus,Flowers,1,1,53,2024-01-27
2024-01-27_3,3,Luke Combs,Fast Car,3,3,38,2024-01-27
2024-01-27_4,4,Sia,Unstoppable,4,1,85,2024-01-27
2024-01-27_5,5,Taylor Swift,Anti-Hero,5,1,66,2024-01-27
2024-01-27_6,6,Dua Lipa,Dance The Night,6,4,32,2024-01-27
2024-01-27_7,7,Ed Sheeran,Eyes Closed,7,5,43,2024-01-27
2024-01-27_8,8,David Guetta & Bebe Rexha,I'm Good (Blue),8,6,60,2024-01-27
2024-01-27_9,9,Miley Cyrus,Used To Be Young,9,7,21,2024-01-27
2024-01-27_10,10,Rema & Selena Gomez,Calm Down,10,10,30,2024-01-27
2024-01-27_11,11,Taylor Swift,Karma,11,9,30,2024-01-27
2024-01-27_12,12,Natalie Grant & Cory Asbury,You Will Be Found,13,12,18,2024-01-27
2024-01-27_13,13,*NSYNC,Better Place,12,10,16,2024-01-27
2024-01-27_14,14,Dua Lipa,Houdini,15,14,8,2024-01-27
2024-01-27_15,15,Jelly Roll,Need A Favor,16,14,19,2024-01-27
2024-01-27_16,16,Taylor Swift,Is It Over Now? (Taylor's Version) [From The Vault],18,16,9,2024-01-27
2024-01-27_17,17,Teddy Swims,Lose Control,17,17,6,2024-01-27
2024-01-27_18,18,Lewis Capaldi,Wish You The Best,14,14,25,2024-01-27
2024-01-27_19,19,Billie Eilish,What Was I Made For?,20,19,6,2024-01-27
2024-01-27_20,20,Paul Russell,Lil Boo Thang,21,19,9,2024-01-27
2024-01-27_21,21,"Marshmello, P!nk & Sting",Dreaming,19,17,9,2024-01-27
2024-01-27_22,22,Tate McRae,Greedy,24,22,5,2024-01-27
2024-01-27_23,23,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,25,15,25,2024-01-27
2024-01-27_24,24,Nathan Morris,Last Time,0,24,1,2024-01-27
2024-01-27_25,25,Olivia Rodrigo,Vampire,22,14,26,2024-01-27
2024-01-27_26,26,Luke Harrison,Make Me Better,26,25,4,2024-01-27
2024-01-27_27,27,blink-182,One More Time,0,27,1,2024-01-27
2024-01-27_28,28,Sarah Reeves,Get Back Your Fight,0,28,1,2024-01-27
2024-01-27_29,29,Sia,Gimme Love,27,27,3,2024-01-27
2024-01-27_30,30,Nathan Morris,Yet,23,16,10,2024-01-27
2024-02-03_1,1,Miley Cyrus,Flowers,2,1,54,2024-02-03
2024-02-03_2,2,Taylor Swift,Cruel Summer,1,1,28,2024-02-03
2024-02-03_3,3,Luke Combs,Fast Car,3,3,39,2024-02-03
2024-02-03_4,4,Sia,Unstoppable,4,1,86,2024-02-03
2024-02-03_5,5,Taylor Swift,Anti-Hero,5,1,67,2024-02-03
2024-02-03_6,6,Dua Lipa,Dance The Night,6,4,33,2024-02-03
2024-02-03_7,7,Ed Sheeran,Eyes Closed,7,5,44,2024-02-03
2024-02-03_8,8,Miley Cyrus,Used To Be Young,9,7,22,2024-02-03
2024-02-03_9,9,David Guetta & Bebe Rexha,I'm Good (Blue),8,6,61,2024-02-03
2024-02-03_10,10,Rema & Selena Gomez,Calm Down,10,10,31,2024-02-03
2024-02-03_11,11,Natalie Grant & Cory Asbury,You Will Be Found,12,11,19,2024-02-03
2024-02-03_12,12,Taylor Swift,Karma,11,9,31,2024-02-03
2024-02-03_13,13,*NSYNC,Better Place,13,10,17,2024-02-03
2024-02-03_14,14,Dua Lipa,Houdini,14,14,9,2024-02-03
2024-02-03_15,15,Jelly Roll,Need A Favor,15,14,20,2024-02-03
2024-02-03_16,16,Taylor Swift,Is It Over Now? (Taylor's Version) [From The Vault],16,16,10,2024-02-03
2024-02-03_17,17,Billie Eilish,What Was I Made For?,19,17,7,2024-02-03
2024-02-03_18,18,Paul Russell,Lil Boo Thang,20,18,10,2024-02-03
2024-02-03_19,19,Teddy Swims,Lose Control,17,17,7,2024-02-03
2024-02-03_20,20,Lewis Capaldi,Wish You The Best,18,14,26,2024-02-03
2024-02-03_21,21,Tate McRae,Greedy,22,21,6,2024-02-03
2024-02-03_22,22,Nathan Morris,Last Time,24,22,2,2024-02-03
2024-02-03_23,23,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,23,15,26,2024-02-03
2024-02-03_24,24,Sarah Reeves,Get Back Your Fight,28,24,2,2024-02-03
2024-02-03_25,25,"Marshmello, P!nk & Sting",Dreaming,21,17,10,2024-02-03
2024-02-03_26,26,Olivia Rodrigo,Vampire,25,14,27,2024-02-03
2024-02-03_27,27,Luke Harrison,Make Me Better,26,25,5,2024-02-03
2024-02-03_28,28,blink-182,One More Time,27,27,2,2024-02-03
2024-02-03_29,29,Ariana Grande,"Yes, And?",0,29,1,2024-02-03
2024-02-03_30,30,Sia,Gimme Love,29,27,4,2024-02-03
2024-02-10_1,1,Taylor Swift,Cruel Summer,2,1,29,2024-02-10
2024-02-10_2,2,Miley Cyrus,Flowers,1,1,55,2024-02-10
2024-02-10_3,3,Luke Combs,Fast Car,3,3,40,2024-02-10
2024-02-10_4,4,Sia,Unstoppable,4,1,87,2024-02-10
2024-02-10_5,5,Taylor Swift,Anti-Hero,5,1,68,2024-02-10
2024-02-10_6,6,Dua Lipa,Dance The Night,6,4,34,2024-02-10
2024-02-10_7,7,Ed Sheeran,Eyes Closed,7,5,45,2024-02-10
2024-02-10_8,8,Miley Cyrus,Used To Be Young,8,7,23,2024-02-10
2024-02-10_9,9,David Guetta & Bebe Rexha,I'm Good (Blue),9,6,62,2024-02-10
2024-02-10_10,10,Rema & Selena Gomez,Calm Down,10,10,32,2024-02-10
2024-02-10_11,11,Billy Joel,Turn The Lights Back On,0,11,1,2024-02-10
2024-02-10_12,12,Taylor Swift,Karma,12,9,32,2024-02-10
2024-02-10_13,13,Natalie Grant & Cory Asbury,You Will Be Found,11,11,20,2024-02-10
2024-02-10_14,14,Justin Timberlake,Selfish,0,14,1,2024-02-10
2024-02-10_15,15,*NSYNC,Better Place,13,10,18,2024-02-10
2024-02-10_16,16,Dua Lipa,Houdini,14,14,10,2024-02-10
2024-02-10_17,17,Jelly Roll,Need A Favor,15,14,21,2024-02-10
2024-02-10_18,18,Taylor Swift,Is It Over Now? (Taylor's Version) [From The Vault],16,16,11,2024-02-10
2024-02-10_19,19,Tate McRae,Greedy,21,19,7,2024-02-10
2024-02-10_20,20,Paul Russell,Lil Boo Thang,18,18,11,2024-02-10
2024-02-10_21,21,Billie Eilish,What Was I Made For?,17,17,8,2024-02-10
2024-02-10_22,22,Nathan Morris,Last Time,22,22,3,2024-02-10
2024-02-10_23,23,Teddy Swims,Lose Control,19,17,8,2024-02-10
2024-02-10_24,24,Sarah Reeves,Get Back Your Fight,24,24,3,2024-02-10
2024-02-10_25,25,Luke Harrison,Make Me Better,27,25,6,2024-02-10
2024-02-10_26,26,Rachel Platten,Girls,0,26,1,2024-02-10
2024-02-10_27,27,blink-182,One More Time,28,27,3,2024-02-10
2024-02-10_28,28,Ariana Grande,"Yes, And?",29,28,2,2024-02-10
2024-02-10_29,29,"Marshmello, P!nk & Sting",Dreaming,25,17,11,2024-02-10
2024-02-10_30,30,Sia,Gimme Love,30,27,5,2024-02-10
2024-02-17_1,1,Taylor Swift,Cruel Summer,1,1,30,2024-02-17
2024-02-17_2,2,Miley Cyrus,Flowers,2,1,56,2024-02-17
2024-02-17_3,3,Luke Combs,Fast Car,3,3,41,2024-02-17
2024-02-17_4,4,Taylor Swift,Anti-Hero,5,1,69,2024-02-17
2024-02-17_5,5,Sia,Unstoppable,4,1,88,2024-02-17
2024-02-17_6,6,Dua Lipa,Dance The Night,6,4,35,2024-02-17
2024-02-17_7,7,Ed Sheeran,Eyes Closed,7,5,46,2024-02-17
2024-02-17_8,8,Miley Cyrus,Used To Be Young,8,7,24,2024-02-17
2024-02-17_9,9,David Guetta & Bebe Rexha,I'm Good (Blue),9,6,63,2024-02-17
2024-02-17_10,10,Rema & Selena Gomez,Calm Down,10,10,33,2024-02-17
